,0,1
260350,CN2603500000000,"Clare County, MI "
260370,CN2603700000000,"Clinton County, MI "
260390,CN2603900000000,"Crawford County, MI "
260410,CN2604100000000,"Delta County, MI "
260430,CN2604300000000,"Dickinson County, MI "
260450,CN2604500000000,"Eaton County, MI "
260470,CN2604700000000,"Emmet County, MI "
260490,CN2604900000000,"Genesee County, MI "
260510,CN2605100000000,"Gladwin County, MI "
260530,CN2605300000000,"Gogebic County, MI "
260550,CN2605500000000,"Grand Traverse County, MI "
260570,CN2605700000000,"Gratiot County, MI "
260590,CN2605900000000,"Hillsdale County, MI "
260610,CN2606100000000,"Houghton County, MI "
260630,CN2606300000000,"Huron County, MI "
260650,CN2606500000000,"Ingham County, MI "
260670,CN2606700000000,"Ionia County, MI "
260690,CN2606900000000,"Iosco County, MI "
260710,CN2607100000000,"Iron County, MI "
260730,CN2607300000000,"Isabella County, MI "
260750,CN2607500000000,"Jackson County, MI "
260770,CN2607700000000,"Kalamazoo County, MI "
260790,CN2607900000000,"Kalkaska County, MI "
260810,CN2608100000000,"Kent County, MI "
260830,CN2608300000000,"Keweenaw County, MI "
260850,CN2608500000000,"Lake County, MI "
260870,CN2608700000000,"Lapeer County, MI "
260890,CN2608900000000,"Leelanau County, MI "
260910,CN2609100000000,"Lenawee County, MI "
260930,CN2609300000000,"Livingston County, MI "
260950,CN2609500000000,"Luce County, MI "
260970,CN2609700000000,"Mackinac County, MI "
260990,CN2609900000000,"Macomb County, MI "
261010,CN2610100000000,"Manistee County, MI "
261030,CN2610300000000,"Marquette County, MI "
261050,CN2610500000000,"Mason County, MI "
261070,CN2610700000000,"Mecosta County, MI "
261090,CN2610900000000,"Menominee County, MI "
261110,CN2611100000000,"Midland County, MI "
261130,CN2611300000000,"Missaukee County, MI "
261150,CN2611500000000,"Monroe County, MI "
261170,CN2611700000000,"Montcalm County, MI "
261190,CN2611900000000,"Montmorency County, MI "
261210,CN2612100000000,"Muskegon County, MI "
261230,CN2612300000000,"Newaygo County, MI "
261250,CN2612500000000,"Oakland County, MI "
261270,CN2612700000000,"Oceana County, MI "
261290,CN2612900000000,"Ogemaw County, MI "
261310,CN2613100000000,"Ontonagon County, MI "
261330,CN2613300000000,"Osceola County, MI "
261350,CN2613500000000,"Oscoda County, MI "
261370,CN2613700000000,"Otsego County, MI "
261390,CN2613900000000,"Ottawa County, MI "
261410,CN2614100000000,"Presque Isle County, MI "
261430,CN2614300000000,"Roscommon County, MI "
261450,CN2614500000000,"Saginaw County, MI "
261470,CN2614700000000,"St. Clair County, MI "
261490,CN2614900000000,"St. Joseph County, MI "
261510,CN2615100000000,"Sanilac County, MI "
261530,CN2615300000000,"Schoolcraft County, MI "
261550,CN2615500000000,"Shiawassee County, MI "
261570,CN2615700000000,"Tuscola County, MI "
261590,CN2615900000000,"Van Buren County, MI "
261610,CN2616100000000,"Washtenaw County, MI "
261630,CN2616300000000,"Wayne County, MI "
261650,CN2616500000000,"Wexford County, MI "
270010,CN2700100000000,"Aitkin County, MN "
270030,CN2700300000000,"Anoka County, MN "
270050,CN2700500000000,"Becker County, MN "
270070,CN2700700000000,"Beltrami County, MN "
270090,CN2700900000000,"Benton County, MN "
270110,CN2701100000000,"Big Stone County, MN "
270130,CN2701300000000,"Blue Earth County, MN "
270150,CN2701500000000,"Brown County, MN "
270170,CN2701700000000,"Carlton County, MN "
270190,CN2701900000000,"Carver County, MN "
270210,CN2702100000000,"Cass County, MN "
270230,CN2702300000000,"Chippewa County, MN "
270250,CN2702500000000,"Chisago County, MN "
270270,CN2702700000000,"Clay County, MN "
270290,CN2702900000000,"Clearwater County, MN "
270310,CN2703100000000,"Cook County, MN "
270330,CN2703300000000,"Cottonwood County, MN "
270350,CN2703500000000,"Crow Wing County, MN "
270370,CN2703700000000,"Dakota County, MN "
270390,CN2703900000000,"Dodge County, MN "
270410,CN2704100000000,"Douglas County, MN "
270430,CN2704300000000,"Faribault County, MN "
270450,CN2704500000000,"Fillmore County, MN "
270470,CN2704700000000,"Freeborn County, MN "
270490,CN2704900000000,"Goodhue County, MN "
270510,CN2705100000000,"Grant County, MN "
270530,CN2705300000000,"Hennepin County, MN "
270550,CN2705500000000,"Houston County, MN "
270570,CN2705700000000,"Hubbard County, MN "
270590,CN2705900000000,"Isanti County, MN "
270610,CN2706100000000,"Itasca County, MN "
270630,CN2706300000000,"Jackson County, MN "
270650,CN2706500000000,"Kanabec County, MN "
270670,CN2706700000000,"Kandiyohi County, MN "
270690,CN2706900000000,"Kittson County, MN "
270710,CN2707100000000,"Koochiching County, MN "
270730,CN2707300000000,"Lac qui Parle County, MN "
270750,CN2707500000000,"Lake County, MN "
270770,CN2707700000000,"Lake of the Woods County, MN "
270790,CN2707900000000,"Le Sueur County, MN "
270810,CN2708100000000,"Lincoln County, MN "
270830,CN2708300000000,"Lyon County, MN "
270850,CN2708500000000,"McLeod County, MN "
270870,CN2708700000000,"Mahnomen County, MN "
270890,CN2708900000000,"Marshall County, MN "
270910,CN2709100000000,"Martin County, MN "
270930,CN2709300000000,"Meeker County, MN "
270950,CN2709500000000,"Mille Lacs County, MN "
270970,CN2709700000000,"Morrison County, MN "
270990,CN2709900000000,"Mower County, MN "
271010,CN2710100000000,"Murray County, MN "
271030,CN2710300000000,"Nicollet County, MN "
271050,CN2710500000000,"Nobles County, MN "
271070,CN2710700000000,"Norman County, MN "
271090,CN2710900000000,"Olmsted County, MN "
271110,CN2711100000000,"Otter Tail County, MN "
271130,CN2711300000000,"Pennington County, MN "
271150,CN2711500000000,"Pine County, MN "
271170,CN2711700000000,"Pipestone County, MN "
271190,CN2711900000000,"Polk County, MN "
271210,CN2712100000000,"Pope County, MN "
271230,CN2712300000000,"Ramsey County, MN "
271250,CN2712500000000,"Red Lake County, MN "
271270,CN2712700000000,"Redwood County, MN "
271290,CN2712900000000,"Renville County, MN "
271310,CN2713100000000,"Rice County, MN "
271330,CN2713300000000,"Rock County, MN "
271350,CN2713500000000,"Roseau County, MN "
271370,CN2713700000000,"St. Louis County, MN "
271390,CN2713900000000,"Scott County, MN "
271410,CN2714100000000,"Sherburne County, MN "
271430,CN2714300000000,"Sibley County, MN "
271450,CN2714500000000,"Stearns County, MN "
271470,CN2714700000000,"Steele County, MN "
271490,CN2714900000000,"Stevens County, MN "
271510,CN2715100000000,"Swift County, MN "
271530,CN2715300000000,"Todd County, MN "
271550,CN2715500000000,"Traverse County, MN "
271570,CN2715700000000,"Wabasha County, MN "
271590,CN2715900000000,"Wadena County, MN "
271610,CN2716100000000,"Waseca County, MN "
271630,CN2716300000000,"Washington County, MN "
271650,CN2716500000000,"Watonwan County, MN "
271670,CN2716700000000,"Wilkin County, MN "
271690,CN2716900000000,"Winona County, MN "
271710,CN2717100000000,"Wright County, MN "
271730,CN2717300000000,"Yellow Medicine County, MN "
280010,CN2800100000000,"Adams County, MS "
280030,CN2800300000000,"Alcorn County, MS "
280050,CN2800500000000,"Amite County, MS "
280070,CN2800700000000,"Attala County, MS "
280090,CN2800900000000,"Benton County, MS "
280110,CN2801100000000,"Bolivar County, MS "
280130,CN2801300000000,"Calhoun County, MS "
280150,CN2801500000000,"Carroll County, MS "
280170,CN2801700000000,"Chickasaw County, MS "
280190,CN2801900000000,"Choctaw County, MS "
280210,CN2802100000000,"Claiborne County, MS "
280230,CN2802300000000,"Clarke County, MS "
280250,CN2802500000000,"Clay County, MS "
280270,CN2802700000000,"Coahoma County, MS "
280290,CN2802900000000,"Copiah County, MS "
280310,CN2803100000000,"Covington County, MS "
280330,CN2803300000000,"DeSoto County, MS "
280350,CN2803500000000,"Forrest County, MS "
280370,CN2803700000000,"Franklin County, MS "
280390,CN2803900000000,"George County, MS "
280410,CN2804100000000,"Greene County, MS "
280430,CN2804300000000,"Grenada County, MS "
280450,CN2804500000000,"Hancock County, MS "
280470,CN2804700000000,"Harrison County, MS "
280490,CN2804900000000,"Hinds County, MS "
280510,CN2805100000000,"Holmes County, MS "
280530,CN2805300000000,"Humphreys County, MS "
280550,CN2805500000000,"Issaquena County, MS "
280570,CN2805700000000,"Itawamba County, MS "
280590,CN2805900000000,"Jackson County, MS "
280610,CN2806100000000,"Jasper County, MS "
280630,CN2806300000000,"Jefferson County, MS "
280650,CN2806500000000,"Jefferson Davis County, MS "
280670,CN2806700000000,"Jones County, MS "
280690,CN2806900000000,"Kemper County, MS "
280710,CN2807100000000,"Lafayette County, MS "
280730,CN2807300000000,"Lamar County, MS "
280750,CN2807500000000,"Lauderdale County, MS "
280770,CN2807700000000,"Lawrence County, MS "
280790,CN2807900000000,"Leake County, MS "
280810,CN2808100000000,"Lee County, MS "
280830,CN2808300000000,"Leflore County, MS "
280850,CN2808500000000,"Lincoln County, MS "
280870,CN2808700000000,"Lowndes County, MS "
280890,CN2808900000000,"Madison County, MS "
280910,CN2809100000000,"Marion County, MS "
280930,CN2809300000000,"Marshall County, MS "
280950,CN2809500000000,"Monroe County, MS "
280970,CN2809700000000,"Montgomery County, MS "
280990,CN2809900000000,"Neshoba County, MS "
281010,CN2810100000000,"Newton County, MS "
281030,CN2810300000000,"Noxubee County, MS "
281050,CN2810500000000,"Oktibbeha County, MS "
281070,CN2810700000000,"Panola County, MS "
281090,CN2810900000000,"Pearl River County, MS "
281110,CN2811100000000,"Perry County, MS "
281130,CN2811300000000,"Pike County, MS "
281150,CN2811500000000,"Pontotoc County, MS "
281170,CN2811700000000,"Prentiss County, MS "
281190,CN2811900000000,"Quitman County, MS "
281210,CN2812100000000,"Rankin County, MS "
281230,CN2812300000000,"Scott County, MS "
281250,CN2812500000000,"Sharkey County, MS "
281270,CN2812700000000,"Simpson County, MS "
281290,CN2812900000000,"Smith County, MS "
281310,CN2813100000000,"Stone County, MS "
281330,CN2813300000000,"Sunflower County, MS "
281350,CN2813500000000,"Tallahatchie County, MS "
281370,CN2813700000000,"Tate County, MS "
281390,CN2813900000000,"Tippah County, MS "
281410,CN2814100000000,"Tishomingo County, MS "
281430,CN2814300000000,"Tunica County, MS "
281450,CN2814500000000,"Union County, MS "
281470,CN2814700000000,"Walthall County, MS "
281490,CN2814900000000,"Warren County, MS "
281510,CN2815100000000,"Washington County, MS "
281530,CN2815300000000,"Wayne County, MS "
281550,CN2815500000000,"Webster County, MS "
281570,CN2815700000000,"Wilkinson County, MS "
281590,CN2815900000000,"Winston County, MS "
281610,CN2816100000000,"Yalobusha County, MS "
281630,CN2816300000000,"Yazoo County, MS "
290010,CN2900100000000,"Adair County, MO "
290030,CN2900300000000,"Andrew County, MO "
290050,CN2900500000000,"Atchison County, MO "
290070,CN2900700000000,"Audrain County, MO "
290090,CN2900900000000,"Barry County, MO "
290110,CN2901100000000,"Barton County, MO "
290130,CN2901300000000,"Bates County, MO "
290150,CN2901500000000,"Benton County, MO "
290170,CN2901700000000,"Bollinger County, MO "
290190,CN2901900000000,"Boone County, MO "
290210,CN2902100000000,"Buchanan County, MO "
290230,CN2902300000000,"Butler County, MO "
290250,CN2902500000000,"Caldwell County, MO "
290270,CN2902700000000,"Callaway County, MO "
290290,CN2902900000000,"Camden County, MO "
290310,CN2903100000000,"Cape Girardeau County, MO "
290330,CN2903300000000,"Carroll County, MO "
290350,CN2903500000000,"Carter County, MO "
290370,CN2903700000000,"Cass County, MO "
290390,CN2903900000000,"Cedar County, MO "
290410,CN2904100000000,"Chariton County, MO "
290430,CN2904300000000,"Christian County, MO "
290450,CN2904500000000,"Clark County, MO "
290470,CN2904700000000,"Clay County, MO "
290490,CN2904900000000,"Clinton County, MO "
290510,CN2905100000000,"Cole County, MO "
290530,CN2905300000000,"Cooper County, MO "
290550,CN2905500000000,"Crawford County, MO "
290570,CN2905700000000,"Dade County, MO "
290590,CN2905900000000,"Dallas County, MO "
290610,CN2906100000000,"Daviess County, MO "
290630,CN2906300000000,"DeKalb County, MO "
290650,CN2906500000000,"Dent County, MO "
290670,CN2906700000000,"Douglas County, MO "
290690,CN2906900000000,"Dunklin County, MO "
290710,CN2907100000000,"Franklin County, MO "
290730,CN2907300000000,"Gasconade County, MO "
290750,CN2907500000000,"Gentry County, MO "
290770,CN2907700000000,"Greene County, MO "
290790,CN2907900000000,"Grundy County, MO "
290810,CN2908100000000,"Harrison County, MO "
290830,CN2908300000000,"Henry County, MO "
290850,CN2908500000000,"Hickory County, MO "
290870,CN2908700000000,"Holt County, MO "
290890,CN2908900000000,"Howard County, MO "
290910,CN2909100000000,"Howell County, MO "
290930,CN2909300000000,"Iron County, MO "
290950,CN2909500000000,"Jackson County, MO "
290970,CN2909700000000,"Jasper County, MO "
290990,CN2909900000000,"Jefferson County, MO "
291010,CN2910100000000,"Johnson County, MO "
291030,CN2910300000000,"Knox County, MO "
291050,CN2910500000000,"Laclede County, MO "
291070,CN2910700000000,"Lafayette County, MO "
291090,CN2910900000000,"Lawrence County, MO "
291110,CN2911100000000,"Lewis County, MO "
291130,CN2911300000000,"Lincoln County, MO "
291150,CN2911500000000,"Linn County, MO "
291170,CN2911700000000,"Livingston County, MO "
291190,CN2911900000000,"McDonald County, MO "
291210,CN2912100000000,"Macon County, MO "
291230,CN2912300000000,"Madison County, MO "
291250,CN2912500000000,"Maries County, MO "
291270,CN2912700000000,"Marion County, MO "
291290,CN2912900000000,"Mercer County, MO "
291310,CN2913100000000,"Miller County, MO "
291330,CN2913300000000,"Mississippi County, MO "
291350,CN2913500000000,"Moniteau County, MO "
291370,CN2913700000000,"Monroe County, MO "
291390,CN2913900000000,"Montgomery County, MO "
291410,CN2914100000000,"Morgan County, MO "
291430,CN2914300000000,"New Madrid County, MO "
291450,CN2914500000000,"Newton County, MO "
291470,CN2914700000000,"Nodaway County, MO "
291490,CN2914900000000,"Oregon County, MO "
291510,CN2915100000000,"Osage County, MO "
291530,CN2915300000000,"Ozark County, MO "
291550,CN2915500000000,"Pemiscot County, MO "
291570,CN2915700000000,"Perry County, MO "
291590,CN2915900000000,"Pettis County, MO "
291610,CN2916100000000,"Phelps County, MO "
291630,CN2916300000000,"Pike County, MO "
291650,CN2916500000000,"Platte County, MO "
291670,CN2916700000000,"Polk County, MO "
291690,CN2916900000000,"Pulaski County, MO "
291710,CN2917100000000,"Putnam County, MO "
291730,CN2917300000000,"Ralls County, MO "
291750,CN2917500000000,"Randolph County, MO "
291770,CN2917700000000,"Ray County, MO "
291790,CN2917900000000,"Reynolds County, MO "
291810,CN2918100000000,"Ripley County, MO "
291830,CN2918300000000,"St. Charles County, MO "
291850,CN2918500000000,"St. Clair County, MO "
291860,CN2918600000000,"Ste. Genevieve County, MO "
291870,CN2918700000000,"St. Francois County, MO "
291890,CN2918900000000,"St. Louis County, MO "
291950,CN2919500000000,"Saline County, MO "
291970,CN2919700000000,"Schuyler County, MO "
291990,CN2919900000000,"Scotland County, MO "
292010,CN2920100000000,"Scott County, MO "
292030,CN2920300000000,"Shannon County, MO "
292050,CN2920500000000,"Shelby County, MO "
292070,CN2920700000000,"Stoddard County, MO "
292090,CN2920900000000,"Stone County, MO "
292110,CN2921100000000,"Sullivan County, MO "
292130,CN2921300000000,"Taney County, MO "
292150,CN2921500000000,"Texas County, MO "
292170,CN2921700000000,"Vernon County, MO "
292190,CN2921900000000,"Warren County, MO "
292210,CN2922100000000,"Washington County, MO "
292230,CN2922300000000,"Wayne County, MO "
292250,CN2922500000000,"Webster County, MO "
292270,CN2922700000000,"Worth County, MO "
292290,CN2922900000000,"Wright County, MO "
295100,CN2951000000000,"St. Louis city, MO "
300010,CN3000100000000,"Beaverhead County, MT "
300030,CN3000300000000,"Big Horn County, MT "
300050,CN3000500000000,"Blaine County, MT "
300070,CN3000700000000,"Broadwater County, MT "
300090,CN3000900000000,"Carbon County, MT "
300110,CN3001100000000,"Carter County, MT "
300130,CN3001300000000,"Cascade County, MT "
300150,CN3001500000000,"Chouteau County, MT "
300170,CN3001700000000,"Custer County, MT "
300190,CN3001900000000,"Daniels County, MT "
300210,CN3002100000000,"Dawson County, MT "
300230,CN3002300000000,"Deer Lodge County, MT "
300250,CN3002500000000,"Fallon County, MT "
300270,CN3002700000000,"Fergus County, MT "
300290,CN3002900000000,"Flathead County, MT "
300310,CN3003100000000,"Gallatin County, MT "
300330,CN3003300000000,"Garfield County, MT "
300350,CN3003500000000,"Glacier County, MT "
300370,CN3003700000000,"Golden Valley County, MT "
300390,CN3003900000000,"Granite County, MT "
300410,CN3004100000000,"Hill County, MT "
300430,CN3004300000000,"Jefferson County, MT "
300450,CN3004500000000,"Judith Basin County, MT "
300470,CN3004700000000,"Lake County, MT "
300490,CN3004900000000,"Lewis and Clark County, MT "
300510,CN3005100000000,"Liberty County, MT "
300530,CN3005300000000,"Lincoln County, MT "
300550,CN3005500000000,"McCone County, MT "
300570,CN3005700000000,"Madison County, MT "
300590,CN3005900000000,"Meagher County, MT "
300610,CN3006100000000,"Mineral County, MT "
300630,CN3006300000000,"Missoula County, MT "
300650,CN3006500000000,"Musselshell County, MT "
300670,CN3006700000000,"Park County, MT "
300690,CN3006900000000,"Petroleum County, MT "
300710,CN3007100000000,"Phillips County, MT "
300730,CN3007300000000,"Pondera County, MT "
300750,CN3007500000000,"Powder River County, MT "
300770,CN3007700000000,"Powell County, MT "
300790,CN3007900000000,"Prairie County, MT "
300810,CN3008100000000,"Ravalli County, MT "
300830,CN3008300000000,"Richland County, MT "
300850,CN3008500000000,"Roosevelt County, MT "
300870,CN3008700000000,"Rosebud County, MT "
300890,CN3008900000000,"Sanders County, MT "
300910,CN3009100000000,"Sheridan County, MT "
300930,CN3009300000000,"Silver Bow County, MT "
300950,CN3009500000000,"Stillwater County, MT "
300970,CN3009700000000,"Sweet Grass County, MT "
300990,CN3009900000000,"Teton County, MT "
301010,CN3010100000000,"Toole County, MT "
301030,CN3010300000000,"Treasure County, MT "
301050,CN3010500000000,"Valley County, MT "
301070,CN3010700000000,"Wheatland County, MT "
301090,CN3010900000000,"Wibaux County, MT "
301110,CN3011100000000,"Yellowstone County, MT "
310010,CN3100100000000,"Adams County, NE "
310030,CN3100300000000,"Antelope County, NE "
310050,CN3100500000000,"Arthur County, NE "
310070,CN3100700000000,"Banner County, NE "
310090,CN3100900000000,"Blaine County, NE "
310110,CN3101100000000,"Boone County, NE "
310130,CN3101300000000,"Box Butte County, NE "
310150,CN3101500000000,"Boyd County, NE "
310170,CN3101700000000,"Brown County, NE "
310190,CN3101900000000,"Buffalo County, NE "
310210,CN3102100000000,"Burt County, NE "
310230,CN3102300000000,"Butler County, NE "
310250,CN3102500000000,"Cass County, NE "
310270,CN3102700000000,"Cedar County, NE "
310290,CN3102900000000,"Chase County, NE "
310310,CN3103100000000,"Cherry County, NE "
310330,CN3103300000000,"Cheyenne County, NE "
310350,CN3103500000000,"Clay County, NE "
310370,CN3103700000000,"Colfax County, NE "
310390,CN3103900000000,"Cuming County, NE "
310410,CN3104100000000,"Custer County, NE "
310430,CN3104300000000,"Dakota County, NE "
310450,CN3104500000000,"Dawes County, NE "
310470,CN3104700000000,"Dawson County, NE "
310490,CN3104900000000,"Deuel County, NE "
310510,CN3105100000000,"Dixon County, NE "
310530,CN3105300000000,"Dodge County, NE "
310550,CN3105500000000,"Douglas County, NE "
310570,CN3105700000000,"Dundy County, NE "
310590,CN3105900000000,"Fillmore County, NE "
310610,CN3106100000000,"Franklin County, NE "
310630,CN3106300000000,"Frontier County, NE "
310650,CN3106500000000,"Furnas County, NE "
310670,CN3106700000000,"Gage County, NE "
310690,CN3106900000000,"Garden County, NE "
310710,CN3107100000000,"Garfield County, NE "
310730,CN3107300000000,"Gosper County, NE "
310750,CN3107500000000,"Grant County, NE "
310770,CN3107700000000,"Greeley County, NE "
310790,CN3107900000000,"Hall County, NE "
310810,CN3108100000000,"Hamilton County, NE "
310830,CN3108300000000,"Harlan County, NE "
310850,CN3108500000000,"Hayes County, NE "
310870,CN3108700000000,"Hitchcock County, NE "
310890,CN3108900000000,"Holt County, NE "
310910,CN3109100000000,"Hooker County, NE "
310930,CN3109300000000,"Howard County, NE "
310950,CN3109500000000,"Jefferson County, NE "
310970,CN3109700000000,"Johnson County, NE "
310990,CN3109900000000,"Kearney County, NE "
311010,CN3110100000000,"Keith County, NE "
311030,CN3110300000000,"Keya Paha County, NE "
311050,CN3110500000000,"Kimball County, NE "
311070,CN3110700000000,"Knox County, NE "
311090,CN3110900000000,"Lancaster County, NE "
311110,CN3111100000000,"Lincoln County, NE "
311130,CN3111300000000,"Logan County, NE "
311150,CN3111500000000,"Loup County, NE "
311170,CN3111700000000,"McPherson County, NE "
311190,CN3111900000000,"Madison County, NE "
311210,CN3112100000000,"Merrick County, NE "
311230,CN3112300000000,"Morrill County, NE "
311250,CN3112500000000,"Nance County, NE "
311270,CN3112700000000,"Nemaha County, NE "
311290,CN3112900000000,"Nuckolls County, NE "
311310,CN3113100000000,"Otoe County, NE "
311330,CN3113300000000,"Pawnee County, NE "
311350,CN3113500000000,"Perkins County, NE "
311370,CN3113700000000,"Phelps County, NE "
311390,CN3113900000000,"Pierce County, NE "
311410,CN3114100000000,"Platte County, NE "
311430,CN3114300000000,"Polk County, NE "
311450,CN3114500000000,"Red Willow County, NE "
311470,CN3114700000000,"Richardson County, NE "
311490,CN3114900000000,"Rock County, NE "
311510,CN3115100000000,"Saline County, NE "
311530,CN3115300000000,"Sarpy County, NE "
311550,CN3115500000000,"Saunders County, NE "
311570,CN3115700000000,"Scotts Bluff County, NE "
311590,CN3115900000000,"Seward County, NE "
311610,CN3116100000000,"Sheridan County, NE "
311630,CN3116300000000,"Sherman County, NE "
311650,CN3116500000000,"Sioux County, NE "
311670,CN3116700000000,"Stanton County, NE "
311690,CN3116900000000,"Thayer County, NE "
311710,CN3117100000000,"Thomas County, NE "
311730,CN3117300000000,"Thurston County, NE "
311750,CN3117500000000,"Valley County, NE "
311770,CN3117700000000,"Washington County, NE "
311790,CN3117900000000,"Wayne County, NE "
311810,CN3118100000000,"Webster County, NE "
311830,CN3118300000000,"Wheeler County, NE "
311850,CN3118500000000,"York County, NE "
320010,CN3200100000000,"Churchill County, NV "
320030,CN3200300000000,"Clark County, NV "
320050,CN3200500000000,"Douglas County, NV "
320070,CN3200700000000,"Elko County, NV "
320090,CN3200900000000,"Esmeralda County, NV "
320110,CN3201100000000,"Eureka County, NV "
320130,CN3201300000000,"Humboldt County, NV "
320150,CN3201500000000,"Lander County, NV "
320170,CN3201700000000,"Lincoln County, NV "
320190,CN3201900000000,"Lyon County, NV "
320210,CN3202100000000,"Mineral County, NV "
320230,CN3202300000000,"Nye County, NV "
320270,CN3202700000000,"Pershing County, NV "
320290,CN3202900000000,"Storey County, NV "
320310,CN3203100000000,"Washoe County, NV "
320330,CN3203300000000,"White Pine County, NV "
325100,CN3251000000000,"Carson City, NV "
330010,CN3300100000000,"Belknap County, NH "
330030,CN3300300000000,"Carroll County, NH "
330050,CN3300500000000,"Cheshire County, NH "
330070,CN3300700000000,"Coos County, NH "
330090,CN3300900000000,"Grafton County, NH "
330110,CN3301100000000,"Hillsborough County, NH "
330130,CN3301300000000,"Merrimack County, NH "
330150,CN3301500000000,"Rockingham County, NH "
330170,CN3301700000000,"Strafford County, NH "
330190,CN3301900000000,"Sullivan County, NH "
340010,CN3400100000000,"Atlantic County, NJ "
340030,CN3400300000000,"Bergen County, NJ "
340050,CN3400500000000,"Burlington County, NJ "
340070,CN3400700000000,"Camden County, NJ "
340090,CN3400900000000,"Cape May County, NJ "
340110,CN3401100000000,"Cumberland County, NJ "
340130,CN3401300000000,"Essex County, NJ "
340150,CN3401500000000,"Gloucester County, NJ "
340170,CN3401700000000,"Hudson County, NJ "
340190,CN3401900000000,"Hunterdon County, NJ "
340210,CN3402100000000,"Mercer County, NJ "
340230,CN3402300000000,"Middlesex County, NJ "
340250,CN3402500000000,"Monmouth County, NJ "
340270,CN3402700000000,"Morris County, NJ "
340290,CN3402900000000,"Ocean County, NJ "
340310,CN3403100000000,"Passaic County, NJ "
340330,CN3403300000000,"Salem County, NJ "
340350,CN3403500000000,"Somerset County, NJ "
340370,CN3403700000000,"Sussex County, NJ "
340390,CN3403900000000,"Union County, NJ "
340410,CN3404100000000,"Warren County, NJ "
350010,CN3500100000000,"Bernalillo County, NM "
350030,CN3500300000000,"Catron County, NM "
350050,CN3500500000000,"Chaves County, NM "
350060,CN3500600000000,"Cibola County, NM "
350070,CN3500700000000,"Colfax County, NM "
350090,CN3500900000000,"Curry County, NM "
350110,CN3501100000000,"De Baca County, NM "
350130,CN3501300000000,"Dona Ana County, NM "
350150,CN3501500000000,"Eddy County, NM "
350170,CN3501700000000,"Grant County, NM "
350190,CN3501900000000,"Guadalupe County, NM "
350210,CN3502100000000,"Harding County, NM "
350230,CN3502300000000,"Hidalgo County, NM "
350250,CN3502500000000,"Lea County, NM "
350270,CN3502700000000,"Lincoln County, NM "
350280,CN3502800000000,"Los Alamos County, NM "
350290,CN3502900000000,"Luna County, NM "
350310,CN3503100000000,"McKinley County, NM "
350330,CN3503300000000,"Mora County, NM "
350350,CN3503500000000,"Otero County, NM "
350370,CN3503700000000,"Quay County, NM "
350390,CN3503900000000,"Rio Arriba County, NM "
350410,CN3504100000000,"Roosevelt County, NM "
350430,CN3504300000000,"Sandoval County, NM "
350450,CN3504500000000,"San Juan County, NM "
350470,CN3504700000000,"San Miguel County, NM "
350490,CN3504900000000,"Santa Fe County, NM "
350510,CN3505100000000,"Sierra County, NM "
350530,CN3505300000000,"Socorro County, NM "
350550,CN3505500000000,"Taos County, NM "
350570,CN3505700000000,"Torrance County, NM "
350590,CN3505900000000,"Union County, NM "
350610,CN3506100000000,"Valencia County, NM "
360010,CN3600100000000,"Albany County, NY "
360030,CN3600300000000,"Allegany County, NY "
360050,CN3600500000000,"Bronx County, NY "
360070,CN3600700000000,"Broome County, NY "
360090,CN3600900000000,"Cattaraugus County, NY "
360110,CN3601100000000,"Cayuga County, NY "
360130,CN3601300000000,"Chautauqua County, NY "
360150,CN3601500000000,"Chemung County, NY "
360170,CN3601700000000,"Chenango County, NY "
360190,CN3601900000000,"Clinton County, NY "
360210,CN3602100000000,"Columbia County, NY "
360230,CN3602300000000,"Cortland County, NY "
360250,CN3602500000000,"Delaware County, NY "
360270,CN3602700000000,"Dutchess County, NY "
360290,CN3602900000000,"Erie County, NY "
360310,CN3603100000000,"Essex County, NY "
360330,CN3603300000000,"Franklin County, NY "
360350,CN3603500000000,"Fulton County, NY "
360370,CN3603700000000,"Genesee County, NY "
360390,CN3603900000000,"Greene County, NY "
360410,CN3604100000000,"Hamilton County, NY "
360430,CN3604300000000,"Herkimer County, NY "
360450,CN3604500000000,"Jefferson County, NY "
360470,CN3604700000000,"Kings County, NY "
360490,CN3604900000000,"Lewis County, NY "
360510,CN3605100000000,"Livingston County, NY "
360530,CN3605300000000,"Madison County, NY "
360550,CN3605500000000,"Monroe County, NY "
360570,CN3605700000000,"Montgomery County, NY "
360590,CN3605900000000,"Nassau County, NY "
360610,CN3606100000000,"New York County, NY "
360630,CN3606300000000,"Niagara County, NY "
360650,CN3606500000000,"Oneida County, NY "
360670,CN3606700000000,"Onondaga County, NY "
360690,CN3606900000000,"Ontario County, NY "
360710,CN3607100000000,"Orange County, NY "
360730,CN3607300000000,"Orleans County, NY "
360750,CN3607500000000,"Oswego County, NY "
360770,CN3607700000000,"Otsego County, NY "
360790,CN3607900000000,"Putnam County, NY "
360810,CN3608100000000,"Queens County, NY "
360830,CN3608300000000,"Rensselaer County, NY "
360850,CN3608500000000,"Richmond County, NY "
360870,CN3608700000000,"Rockland County, NY "
360890,CN3608900000000,"St. Lawrence County, NY "
360910,CN3609100000000,"Saratoga County, NY "
360930,CN3609300000000,"Schenectady County, NY "
360950,CN3609500000000,"Schoharie County, NY "
360970,CN3609700000000,"Schuyler County, NY "
360990,CN3609900000000,"Seneca County, NY "
